RDM Export File,,,,,,,,,,,,,,,,,,,
Project Name: Bubu,,,,,,,,,,,,,,,,,,,
Project Location: ,,,,,,,,,,,,,,,,,,,
Operator: tyler,,,,,,,,,,,,,,,,,,,
Project Comments: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference Side: Right,,,,,,,,,,,,,,,,,,,
Y-Offset from Reference (ft): 0,,,,,,,,,,,,,,,,,,,
File Name: Sample2,,,,,,,,,,,,,,,,,,,
Creation Date and Time: 2017-05-08.10:52:41,,,,,,,,,,,,,,,,,,,
File Comments: sb,,,,,,,,,,,,,,,,,,,
Moving Average Window Size (ft): 0.50,,,,,,,,,,,,,,,,,,,
Output Interval (ft): 0.50,,,,,,,,,,,,,,,,,,,
Distance (ft), Station, Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality
6815.5,68+15.50,-97.4546326,31.64966922,217,2.75,5.4,95.83,-97.4546385,31.64966358,217,0,5.34,97.59,-97.45464439,31.64965794,217,-2.75,5.17,95.22
6816,68+16.00,-97.45463175,31.64966853,217,2.75,5.3,95.77,-97.45463767,31.64966292,217,0,5.34,97.54,-97.45464359,31.64965731,217,-2.75,5.26,95.27
6817,68+17.00,-97.45462963,31.64966691,217,2.75,5.34,95.76,-97.45463557,31.64966131,217,0,5.29,97.35,-97.45464151,31.64965571,217,-2.75,5.43,95.25
6817.5,68+17.50,-97.45462853,31.64966603,217,2.75,5.38,95.74,-97.45463445,31.64966042,217,0,5.28,97.33,-97.45464038,31.64965481,217,-2.75,5.55,95.2
6818,68+18.00,-97.45462617,31.64966459,216.94,2.75,5.47,95.75,-97.45463208,31.64965897,216.94,0,5.23,97.16,-97.45463799,31.64965334,216.94,-2.75,5.68,95.2
6818.5,68+18.50,-97.45462509,31.64966407,216.9,2.75,5.34,95.77,-97.454631,31.64965845,216.9,0,5.23,97.11,-97.45463691,31.64965282,216.9,-2.75,5.63,95.24
6819,68+19.00,-97.45462288,31.6496625,216.9,2.75,5.44,95.76,-97.45462876,31.64965685,216.9,0,5.36,97.08,-97.45463464,31.64965121,216.9,-2.75,5.58,95.26
6820,68+20.00,-97.45462198,31.64966175,216.9,2.75,5.45,95.76,-97.45462783,31.64965609,216.9,0,5.35,97,-97.45463369,31.64965043,216.9,-2.75,5.34,95.22
6820.5,68+20.50,-97.45462078,31.64966078,216.9,2.75,5.43,95.76,-97.45462666,31.64965513,216.9,0,5.51,96.89,-97.45463254,31.64964949,216.9,-2.75,5.24,95.24
6821,68+21.00,-97.45461874,31.64965908,216.9,2.75,5.46,95.7,-97.45462465,31.64965346,216.9,0,5.65,96.76,-97.45463056,31.64964783,216.9,-2.75,5.22,95.24
6821.5,68+21.50,-97.45461786,31.64965847,216.9,2.75,5.53,95.63,-97.45462378,31.64965286,216.9,0,5.65,96.52,-97.45462971,31.64964724,216.9,-2.75,5.16,95.2
6822,68+22.00,-97.4546149,31.64965643,217,2.75,5.45,95.64,-97.45462083,31.64965083,217,0,5.68,96.44,-97.45462677,31.64964523,217,-2.75,5.25,95.12
6823,68+23.00,-97.45461426,31.6496559,217,2.75,5.27,95.72,-97.4546202,31.64965031,217,0,5.68,96.41,-97.45462614,31.64964471,217,-2.75,5.3,95.18
6823.5,68+23.50,-97.45461197,31.64965417,217,2.75,5.39,95.71,-97.45461791,31.64964857,217,0,5.58,96.39,-97.45462385,31.64964297,217,-2.75,5.27,95.16
6824,68+24.00,-97.4546108,31.64965321,217,2.75,5.31,95.69,-97.45461671,31.64964759,217,0,5.61,96.39,-97.45462262,31.64964196,217,-2.75,5.33,95.17
6824.5,68+24.50,-97.4546098,31.64965252,217,2.75,5.46,95.7,-97.45461571,31.6496469,217,0,5.55,96.18,-97.45462162,31.64964127,217,-2.75,5.33,95.15
6825,68+25.00,-97.45460806,31.6496511,217,2.75,5.4,95.71,-97.454614,31.6496455,217,0,5.44,96.1,-97.45461994,31.6496399,217,-2.75,5.36,95.19
6826,68+26.00,-97.45460685,31.64965011,217,2.75,5.43,95.67,-97.4546128,31.64964453,217,0,5.55,95.94,-97.45461876,31.64963894,217,-2.75,5.33,95.15
6826.5,68+26.50,-97.45460436,31.6496483,217,2.75,5.42,95.64,-97.45461036,31.64964275,217,0,5.54,95.81,-97.45461636,31.6496372,217,-2.75,5.26,95.18
6827,68+27.00,-97.45460349,31.64964759,217,2.75,5.43,95.61,-97.45460944,31.649642,217,0,5.57,95.71,-97.4546154,31.64963641,217,-2.75,5.33,95.12
6827.5,68+27.50,-97.45460173,31.64964616,217,2.75,5.4,95.54,-97.45460767,31.64964056,217,0,5.55,95.78,-97.45461361,31.64963496,217,-2.75,5.31,95.12
6828,68+28.00,-97.45460026,31.64964496,217,2.75,5.47,95.43,-97.45460617,31.64963933,217,0,5.53,95.78,-97.45461208,31.64963371,217,-2.75,5.26,95.14
6829,68+29.00,-97.45459948,31.64964431,217,2.75,5.43,95.44,-97.45460539,31.64963869,217,0,5.53,95.8,-97.4546113,31.64963306,217,-2.75,5.31,95.13
6829.5,68+29.50,-97.45459723,31.64964243,217,2.75,5.44,95.42,-97.45460317,31.64963683,217,0,5.46,95.78,-97.45460911,31.64963124,217,-2.75,5.27,95.16
6830,68+30.00,-97.45459636,31.64964171,217,2.75,5.37,95.39,-97.45460231,31.64963612,217,0,5.34,95.72,-97.45460827,31.64963053,217,-2.75,5.33,95.14
6830.5,68+30.50,-97.45459471,31.64964057,217.05,2.75,5.37,95.41,-97.45460079,31.64963508,217.05,0,5.47,95.72,-97.45460688,31.6496296,217.05,-2.75,5.31,95.14
6831,68+31.00,-97.45459223,31.64963877,217.1,2.75,5.46,95.41,-97.45459831,31.64963329,217.1,0,5.5,95.71,-97.4546044,31.64962781,217.1,-2.75,5.36,95.15
6832,68+32.00,-97.45459125,31.64963796,217.1,2.75,5.39,95.42,-97.45459734,31.64963248,217.1,0,5.48,95.7,-97.45460342,31.64962699,217.1,-2.75,5.3,95.11
6832.5,68+32.50,-97.45458923,31.64963627,217.1,2.75,5.41,95.37,-97.45459531,31.64963079,217.1,0,5.28,95.75,-97.4546014,31.64962531,217.1,-2.75,5.42,95.13
6833,68+33.00,-97.45458823,31.64963545,217.1,2.75,5.38,95.4,-97.45459432,31.64962997,217.1,0,5.29,95.69,-97.4546004,31.64962449,217.1,-2.75,5.45,95.16
6833.5,68+33.50,-97.45458739,31.64963477,217.1,2.75,5.35,95.37,-97.45459348,31.64962929,217.1,0,5.47,95.66,-97.45459957,31.6496238,217.1,-2.75,5.16,95.17
6834,68+34.00,-97.45458484,31.64963304,217.1,2.75,5.48,95.34,-97.45459093,31.64962756,217.1,0,5.67,95.61,-97.45459702,31.64962209,217.1,-2.75,5.33,95.17
6835,68+35.00,-97.45458291,31.64963198,217.1,2.75,5.42,95.32,-97.454589,31.6496265,217.1,0,5.47,95.38,-97.45459509,31.64962102,217.1,-2.75,5.27,95.17
6835.5,68+35.50,-97.45458083,31.64963042,217.1,2.75,5.32,95.33,-97.45458679,31.64962484,217.1,0,5.43,95.39,-97.45459275,31.64961925,217.1,-2.75,5.37,95.16
6836,68+36.00,-97.45458028,31.64962997,217.1,2.75,5.41,95.37,-97.45458617,31.64962433,217.1,0,5.35,95.42,-97.45459206,31.6496187,217.1,-2.75,5.37,95.21
6836.5,68+36.50,-97.45457816,31.64962821,217.1,2.75,5.45,95.41,-97.45458405,31.64962257,217.1,0,5.31,95.4,-97.45458993,31.64961693,217.1,-2.75,5.35,95.26
6837,68+37.00,-97.4545773,31.64962752,217.1,2.75,5.43,95.44,-97.45458319,31.64962188,217.1,0,5.37,95.39,-97.45458908,31.64961624,217.1,-2.75,5.32,95.26
6838,68+38.00,-97.45457512,31.64962566,217.1,2.75,5.49,95.47,-97.45458108,31.64962008,217.1,0,5.4,95.39,-97.45458704,31.6496145,217.1,-2.75,5.33,95.25
6838.5,68+38.50,-97.45457414,31.64962496,217.1,2.75,5.31,95.53,-97.45458023,31.64961947,217.1,0,5.3,95.38,-97.45458631,31.64961399,217.1,-2.75,5,95.22
6839,68+39.00,-97.45457258,31.64962428,217.1,2.75,5.38,95.5,-97.45457867,31.64961879,217.1,0,5.46,95.4,-97.45458475,31.64961331,217.1,-2.75,5.31,95.23
6839.5,68+39.50,-97.45457161,31.64962372,217.1,2.75,5.41,95.51,-97.45457757,31.64961814,217.1,0,5.44,95.4,-97.45458353,31.64961256,217.1,-2.75,5.4,95.25
6840,68+40.00,-97.45456961,31.64962205,217.1,2.75,5.33,95.54,-97.4545755,31.64961642,217.1,0,5.23,95.41,-97.45458139,31.64961078,217.1,-2.75,5.19,95.31
6841,68+41.00,-97.45456848,31.64962113,217.1,2.75,5.38,95.48,-97.45457439,31.6496155,217.1,0,5.15,95.38,-97.4545803,31.64960988,217.1,-2.75,5.22,95.32
6841.5,68+41.50,-97.45456649,31.64961949,217.1,2.75,5.39,95.49,-97.45457245,31.6496139,217.1,0,5.35,95.39,-97.45457841,31.64960832,217.1,-2.75,5.35,95.42
6842,68+42.00,-97.45456535,31.64961868,217.1,2.75,5.33,95.5,-97.45457131,31.6496131,217.1,0,5.33,95.4,-97.45457727,31.64960751,217.1,-2.75,5.15,95.39
6842.5,68+42.50,-97.4545642,31.64961789,217.15,2.75,5.33,95.47,-97.45457016,31.64961231,217.15,0,5.23,95.37,-97.45457612,31.64960672,217.15,-2.75,5.23,95.47
6843,68+43.00,-97.45456226,31.64961644,217.2,2.75,5.36,95.47,-97.45456821,31.64961086,217.2,0,5.25,95.37,-97.45457417,31.64960527,217.2,-2.75,5.19,95.43
6844,68+44.00,-97.45456148,31.64961581,217.2,2.75,5.42,95.47,-97.45456743,31.64961022,217.2,0,5.33,95.35,-97.45457339,31.64960463,217.2,-2.75,5.15,95.29
6844.5,68+44.50,-97.45455938,31.64961409,217.2,2.75,5.51,95.45,-97.45456533,31.6496085,217.2,0,5.56,95.31,-97.45457129,31.64960291,217.2,-2.75,5.12,95.29
6845,68+45.00,-97.45455838,31.64961325,217.2,2.75,5.46,95.45,-97.45456433,31.64960767,217.2,0,5.64,95.29,-97.45457029,31.64960208,217.2,-2.75,5.24,95.27
6845.5,68+45.50,-97.45455625,31.64961149,217.2,2.75,5.39,95.45,-97.45456221,31.6496059,217.2,0,5.75,95.23,-97.45456817,31.64960032,217.2,-2.75,5.16,95.27
6846,68+46.00,-97.45455537,31.64961081,217.2,2.75,5.47,95.35,-97.45456133,31.64960523,217.2,0,5.89,95.26,-97.45456729,31.64959964,217.2,-2.75,5.15,95.27
6847,68+47.00,-97.45455425,31.64961012,217.2,2.75,5.46,95.41,-97.45456024,31.64960456,217.2,0,5.58,95.3,-97.45456622,31.64959899,217.2,-2.75,5.03,95.24
6847.5,68+47.50,-97.45455221,31.64960861,217.2,2.75,5.36,95.37,-97.45455819,31.64960305,217.2,0,5.45,95.3,-97.45456418,31.64959749,217.2,-2.75,5.14,95.22
6848,68+48.00,-97.4545512,31.64960778,217.2,2.75,5.35,95.39,-97.45455719,31.64960221,217.2,0,5.41,95.24,-97.45456317,31.64959665,217.2,-2.75,5.1,95.29
6848.5,68+48.50,-97.45455035,31.64960706,217.2,2.75,5.34,95.4,-97.45455633,31.6496015,217.2,0,5.4,95.23,-97.45456232,31.64959594,217.2,-2.75,5.24,95.23
6849,68+49.00,-97.45454784,31.64960515,217.2,2.75,5.39,95.35,-97.45455383,31.64959959,217.2,0,5.42,95.24,-97.45455982,31.64959403,217.2,-2.75,5.16,95.29
6850,68+50.00,-97.45454683,31.64960442,217.2,2.75,5.44,95.31,-97.45455283,31.64959887,217.2,0,5.48,95.19,-97.45455883,31.64959331,217.2,-2.75,5.14,95.3
6850.5,68+50.50,-97.45454555,31.64960344,217.2,2.75,5.39,95.34,-97.45455155,31.64959789,217.2,0,5.4,95.11,-97.45455755,31.64959233,217.2,-2.75,5.2,95.35
6851,68+51.00,-97.45454384,31.64960206,217.2,2.75,5.44,95.41,-97.45454983,31.6495965,217.2,0,5.5,95.11,-97.45455582,31.64959094,217.2,-2.75,5.2,95.35
6851.5,68+51.50,-97.4545432,31.64960128,217.2,2.75,5.46,95.42,-97.45454919,31.64959571,217.2,0,5.34,95.1,-97.45455518,31.64959015,217.2,-2.75,5.22,95.33
6852,68+52.00,-97.45454246,31.64960036,217.2,2.75,5.44,95.29,-97.45454844,31.6495948,217.2,0,5.48,95.11,-97.45455443,31.64958924,217.2,-2.75,5.13,95.33
6853,68+53.00,-97.45453977,31.64959839,217.2,2.75,5.43,95.31,-97.45454572,31.6495928,217.2,0,5.46,95.14,-97.45455168,31.64958721,217.2,-2.75,5.24,95.49
6853.5,68+53.50,-97.45453903,31.64959778,217.2,2.75,5.44,95.28,-97.45454498,31.64959219,217.2,0,5.42,95.14,-97.45455094,31.64958661,217.2,-2.75,5.2,95.49
6854,68+54.00,-97.45453777,31.64959681,217.2,2.75,5.45,95.36,-97.45454373,31.64959123,217.2,0,5.37,95.19,-97.45454968,31.64958564,217.2,-2.75,5.15,95.48
6854.5,68+54.50,-97.4545355,31.649595,217.2,2.75,5.4,95.37,-97.45454146,31.64958942,217.2,0,5.4,95.22,-97.45454741,31.64958383,217.2,-2.75,5.18,95.53
6855,68+55.00,-97.45453451,31.64959424,217.2,2.75,5.37,95.34,-97.45454037,31.64958858,217.2,0,5.33,95.13,-97.45454624,31.64958293,217.2,-2.75,5.19,95.53
6856,68+56.00,-97.45453268,31.64959277,217.2,2.75,5.37,95.29,-97.45453853,31.6495871,217.2,0,5.49,95.13,-97.45454437,31.64958143,217.2,-2.75,5.1,95.51
6856.5,68+56.50,-97.45453172,31.64959198,217.2,2.75,5.42,95.3,-97.45453757,31.64958631,217.2,0,5.44,95.2,-97.45454341,31.64958064,217.2,-2.75,5.19,95.48
6857,68+57.00,-97.45453085,31.64959129,217.21,2.75,5.38,95.3,-97.45453669,31.64958562,217.21,0,5.3,95.18,-97.45454254,31.64957995,217.21,-2.75,5.14,95.57
6857.5,68+57.50,-97.45452885,31.64958988,217.3,2.75,5.42,95.37,-97.45453464,31.64958417,217.3,0,5.46,95.24,-97.45454044,31.64957847,217.3,-2.75,5.19,95.6
6858,68+58.00,-97.45452757,31.64958886,217.3,2.75,5.41,95.4,-97.45453333,31.64958312,217.3,0,5.47,95.24,-97.45453909,31.64957739,217.3,-2.75,5.2,95.62
6859,68+59.00,-97.45452565,31.64958745,217.3,2.75,5.34,95.44,-97.45453141,31.64958172,217.3,0,5.45,95.24,-97.45453717,31.64957598,217.3,-2.75,5.27,95.66
6859.5,68+59.50,-97.45452457,31.64958672,217.28,2.75,5.39,95.47,-97.45453033,31.64958099,217.28,0,5.49,95.23,-97.45453609,31.64957525,217.28,-2.75,5.25,95.72
6860,68+60.00,-97.45452242,31.6495852,217.2,2.75,5.36,95.44,-97.45452816,31.64957946,217.2,0,5.43,95.2,-97.45453391,31.64957371,217.2,-2.75,5.34,95.75
6860.5,68+60.50,-97.45452141,31.64958445,217.2,2.75,5.37,95.43,-97.45452716,31.6495787,217.2,0,5.5,95.22,-97.45453291,31.64957296,217.2,-2.75,5.19,95.76
6861,68+61.00,-97.45451926,31.64958291,217.2,2.75,5.26,95.45,-97.454525,31.64957717,217.2,0,5.43,95.26,-97.45453075,31.64957143,217.2,-2.75,5.32,95.77
6862,68+62.00,-97.45451792,31.64958191,217.2,2.75,5.35,95.5,-97.45452367,31.64957617,217.2,0,5.49,95.28,-97.45452942,31.64957042,217.2,-2.75,5.38,95.79
6862.5,68+62.50,-97.45451676,31.64958113,217.2,2.75,5.39,95.45,-97.45452249,31.64957538,217.2,0,5.5,95.23,-97.45452823,31.64956963,217.2,-2.75,5.34,95.68
6863,68+63.00,-97.45451568,31.64958039,217.2,2.75,5.32,95.39,-97.4545214,31.64957463,217.2,0,5.43,95.22,-97.45452712,31.64956886,217.2,-2.75,5.3,95.69
6863.5,68+63.50,-97.45451347,31.64957883,217.2,2.75,5.31,95.37,-97.45451919,31.64957307,217.2,0,5.52,95.14,-97.45452491,31.6495673,217.2,-2.75,5.19,95.71
6864,68+64.00,-97.45451238,31.64957811,217.2,2.75,5.41,95.37,-97.4545181,31.64957235,217.2,0,5.52,95.1,-97.45452382,31.64956658,217.2,-2.75,5.09,95.69
6865,68+65.00,-97.45451085,31.64957696,217.2,2.75,5.37,95.33,-97.45451655,31.64957119,217.2,0,5.59,95.11,-97.45452226,31.64956541,217.2,-2.75,5.08,95.68
6865.5,68+65.50,-97.45450955,31.64957603,217.2,2.75,5.31,95.31,-97.45451526,31.64957026,217.2,0,5.45,95.1,-97.45452096,31.64956448,217.2,-2.75,5.19,95.7
6866,68+66.00,-97.45450731,31.64957433,217.2,2.75,5.28,95.33,-97.45451302,31.64956856,217.2,0,5.5,95.09,-97.45451873,31.64956279,217.2,-2.75,5.27,95.67
6866.5,68+66.50,-97.45450605,31.64957341,217.2,2.75,5.41,95.37,-97.45451176,31.64956764,217.2,0,5.5,95.04,-97.45451747,31.64956187,217.2,-2.75,5.26,95.65
6867,68+67.00,-97.45450512,31.64957273,217.2,2.75,5.38,95.4,-97.45451083,31.64956696,217.2,0,5.59,95.04,-97.45451654,31.64956119,217.2,-2.75,5.18,95.64
6868,68+68.00,-97.4545032,31.6495711,217.2,2.75,5.28,95.42,-97.45450892,31.64956534,217.2,0,5.47,94.96,-97.45451464,31.64955957,217.2,-2.75,5.24,95.65
6868.5,68+68.50,-97.45450226,31.64957021,217.2,2.75,5.32,95.4,-97.45450801,31.64956446,217.2,0,5.44,94.97,-97.45451375,31.64955872,217.2,-2.75,5.34,95.67
6869,68+69.00,-97.45450008,31.64956863,217.2,2.75,5.28,95.39,-97.45450583,31.64956289,217.2,0,5.59,94.94,-97.45451158,31.64955714,217.2,-2.75,5.41,95.66
6869.5,68+69.50,-97.45449909,31.64956791,217.2,2.75,5.31,95.37,-97.45450484,31.64956217,217.2,0,5.51,94.95,-97.45451059,31.64955643,217.2,-2.75,5.34,95.6
6870,68+70.00,-97.45449713,31.64956649,217.2,2.75,5.35,95.42,-97.45450288,31.64956075,217.2,0,5.46,94.96,-97.45450862,31.64955501,217.2,-2.75,5.35,95.55
6871,68+71.00,-97.45449628,31.64956586,217.2,2.75,5.27,95.44,-97.45450204,31.64956013,217.2,0,5.53,95.03,-97.4545078,31.64955439,217.2,-2.75,5.29,95.57
6871.5,68+71.50,-97.45449432,31.64956434,217.2,2.75,5.29,95.44,-97.4545001,31.64955862,217.2,0,5.49,95.06,-97.45450588,31.6495529,217.2,-2.75,5.29,95.55
6872,68+72.00,-97.45449315,31.64956365,217.17,2.75,5.37,95.43,-97.45449894,31.64955794,217.17,0,5.51,95.11,-97.45450473,31.64955223,217.17,-2.75,5.33,95.65
6872.5,68+72.50,-97.45449207,31.64956307,217.12,2.75,5.32,95.38,-97.45449787,31.64955737,217.12,0,5.45,95.05,-97.45450367,31.64955166,217.12,-2.75,5.34,95.64
6873,68+73.00,-97.45448986,31.64956149,217.19,2.75,5.29,95.45,-97.45449566,31.64955579,217.19,0,5.45,95.08,-97.45450146,31.64955008,217.19,-2.75,5.39,95.58
6874,68+74.00,-97.4544887,31.64956066,217.2,2.75,5.3,95.43,-97.4544945,31.64955496,217.2,0,5.45,95.07,-97.4545003,31.64954925,217.2,-2.75,5.31,95.6
6874.5,68+74.50,-97.45448765,31.64955986,217.2,2.75,5.3,95.46,-97.45449343,31.64955414,217.2,0,5.44,95.02,-97.45449921,31.64954842,217.2,-2.75,5.31,95.57
6875,68+75.00,-97.45448542,31.64955814,217.2,2.75,5.3,95.45,-97.45449116,31.6495524,217.2,0,5.52,94.98,-97.45449691,31.64954665,217.2,-2.75,5.36,95.56
6875.5,68+75.50,-97.45448429,31.64955727,217.2,2.75,5.29,95.46,-97.45449,31.6495515,217.2,0,5.41,95.08,-97.45449571,31.64954573,217.2,-2.75,5.28,95.54
6876,68+76.00,-97.45448326,31.64955653,217.2,2.75,5.3,95.45,-97.454489,31.64955079,217.2,0,5.44,95.14,-97.45449475,31.64954504,217.2,-2.75,5.3,95.53
6877,68+77.00,-97.45448039,31.64955489,217.2,2.75,5.33,95.46,-97.45448617,31.64954917,217.2,0,5.45,95.19,-97.45449194,31.64954345,217.2,-2.75,5.36,95.52
6877.5,68+77.50,-97.45447947,31.6495541,217.2,2.75,5.26,95.42,-97.45448526,31.64954839,217.2,0,5.5,95.23,-97.45449106,31.64954269,217.2,-2.75,5.3,95.71
6878,68+78.00,-97.45447842,31.64955327,217.2,2.75,5.41,95.37,-97.45448422,31.64954757,217.2,0,5.46,95.27,-97.45449002,31.64954186,217.2,-2.75,5.32,95.79
6878.5,68+78.50,-97.45447617,31.64955159,217.2,2.75,5.26,95.35,-97.45448197,31.64954588,217.2,0,5.46,95.27,-97.45448776,31.64954018,217.2,-2.75,5.34,95.79
6879,68+79.00,-97.4544752,31.64955082,217.2,2.75,5.4,95.34,-97.454481,31.64954511,217.2,0,5.43,95.32,-97.4544868,31.64953941,217.2,-2.75,5.31,95.81
6880,68+80.00,-97.45447297,31.64954908,217.2,2.75,5.3,95.41,-97.45447877,31.64954338,217.2,0,5.43,95.34,-97.45448457,31.64953767,217.2,-2.75,5.34,95.77
6880.5,68+80.50,-97.4544717,31.64954821,217.2,2.75,5.33,95.39,-97.4544775,31.6495425,217.2,0,5.45,95.33,-97.4544833,31.6495368,217.2,-2.75,5.38,95.73
6881,68+81.00,-97.45447042,31.64954751,217.2,2.75,5.34,95.4,-97.45447622,31.6495418,217.2,0,5.41,95.32,-97.45448202,31.6495361,217.2,-2.75,5.3,95.78
6881.5,68+81.50,-97.4544677,31.64954554,217.2,2.75,5.39,95.38,-97.4544735,31.64953983,217.2,0,5.48,95.3,-97.4544793,31.64953413,217.2,-2.75,5.32,95.76
6882,68+82.00,-97.45446652,31.64954472,217.2,2.75,5.36,95.44,-97.45447232,31.64953901,217.2,0,5.48,95.33,-97.45447812,31.64953331,217.2,-2.75,5.38,95.84
6883,68+83.00,-97.45446524,31.64954379,217.23,2.75,5.4,95.44,-97.45447105,31.6495381,217.23,0,5.54,95.36,-97.45447686,31.6495324,217.23,-2.75,5.4,95.78
6883.5,68+83.50,-97.4544633,31.6495422,217.3,2.75,5.45,95.46,-97.45446911,31.6495365,217.3,0,5.41,95.4,-97.45447492,31.64953081,217.3,-2.75,5.36,95.75
6884,68+84.00,-97.45446247,31.64954155,217.3,2.75,5.49,95.47,-97.45446828,31.64953585,217.3,0,5.56,95.4,-97.45447409,31.64953016,217.3,-2.75,5.45,95.75
6884.5,68+84.50,-97.45446063,31.64954016,217.24,2.75,5.46,95.44,-97.4544664,31.64953444,217.24,0,5.47,95.4,-97.45447217,31.64952871,217.24,-2.75,5.48,95.77
6885,68+85.00,-97.45445959,31.64953936,217.2,2.75,5.56,95.45,-97.45446533,31.64953361,217.2,0,5.45,95.42,-97.45447107,31.64952786,217.2,-2.75,5.41,95.77
6886,68+86.00,-97.45445815,31.64953833,217.2,2.75,5.51,95.45,-97.45446389,31.64953258,217.2,0,5.43,95.46,-97.45446963,31.64952683,217.2,-2.75,5.45,95.8
6886.5,68+86.50,-97.45445738,31.64953776,217.2,2.75,5.61,95.47,-97.45446311,31.649532,217.2,0,5.43,95.43,-97.45446885,31.64952625,217.2,-2.75,5.45,95.8
6887,68+87.00,-97.45445548,31.6495364,217.2,2.75,5.46,95.39,-97.45446122,31.64953064,217.2,0,5.42,95.34,-97.45446695,31.64952489,217.2,-2.75,5.51,95.81
6887.5,68+87.50,-97.45445343,31.64953492,217.2,2.75,5.66,95.52,-97.45445916,31.64952916,217.2,0,5.5,95.33,-97.4544649,31.64952341,217.2,-2.75,5.39,95.81
6888,68+88.00,-97.45445242,31.64953416,217.2,2.75,5.56,95.47,-97.45445816,31.64952841,217.2,0,5.44,95.32,-97.4544639,31.64952266,217.2,-2.75,5.47,95.71
6889,68+89.00,-97.45445045,31.64953261,217.2,2.75,5.64,95.46,-97.45445619,31.64952685,217.2,0,5.42,95.34,-97.45446192,31.6495211,217.2,-2.75,5.42,95.7
6889.5,68+89.50,-97.4544496,31.64953184,217.2,2.75,5.55,95.45,-97.45445534,31.64952609,217.2,0,5.5,95.27,-97.45446107,31.64952033,217.2,-2.75,5.38,95.71
6890,68+90.00,-97.45444756,31.64953034,217.2,2.75,5.54,95.45,-97.45445329,31.64952458,217.2,0,5.41,95.38,-97.45445903,31.64951883,217.2,-2.75,5.42,95.69
6890.5,68+90.50,-97.45444659,31.64952966,217.2,2.75,5.53,95.41,-97.45445233,31.64952391,217.2,0,5.42,95.42,-97.45445806,31.64951816,217.2,-2.75,5.48,95.7
6891,68+91.00,-97.4544456,31.64952892,217.2,2.75,5.52,95.37,-97.45445134,31.64952317,217.2,0,5.42,95.46,-97.45445707,31.64951742,217.2,-2.75,5.4,95.65
6892,68+92.00,-97.45444339,31.64952744,217.2,2.75,5.38,95.3,-97.45444913,31.64952169,217.2,0,5.47,95.51,-97.45445486,31.64951594,217.2,-2.75,5.46,95.66
6892.5,68+92.50,-97.45444213,31.64952639,217.2,2.75,5.41,95.3,-97.45444786,31.64952063,217.2,0,5.41,95.54,-97.45445359,31.64951488,217.2,-2.75,5.49,95.66
6893,68+93.00,-97.45444046,31.6495252,217.2,2.75,5.34,95.28,-97.4544462,31.64951945,217.2,0,5.39,95.48,-97.45445193,31.64951369,217.2,-2.75,5.41,95.67
6893.5,68+93.50,-97.45443954,31.64952453,217.2,2.75,5.35,95.35,-97.45444527,31.64951878,217.2,0,5.53,95.47,-97.45445101,31.64951302,217.2,-2.75,5.46,95.68
6894,68+94.00,-97.45443743,31.64952296,217.2,2.75,5.19,95.28,-97.45444317,31.64951721,217.2,0,5.37,95.42,-97.45444891,31.64951146,217.2,-2.75,5.36,95.64
6895,68+95.00,-97.45443628,31.64952215,217.2,2.75,5.22,95.26,-97.45444204,31.64951642,217.2,0,5.43,95.39,-97.4544478,31.64951068,217.2,-2.75,5.43,95.6
6895.5,68+95.50,-97.45443511,31.64952131,217.2,2.75,5.15,95.35,-97.45444087,31.64951557,217.2,0,5.44,95.36,-97.45444663,31.64950984,217.2,-2.75,5.4,95.57
6896,68+96.00,-97.45443291,31.64951984,217.2,2.75,5.16,95.32,-97.45443865,31.64951409,217.2,0,5.43,95.36,-97.45444438,31.64950833,217.2,-2.75,5.45,95.55
6896.5,68+96.50,-97.45443194,31.64951913,217.2,2.75,5.16,95.31,-97.45443767,31.64951338,217.2,0,5.42,95.32,-97.4544434,31.64950763,217.2,-2.75,5.53,95.54
6897,68+97.00,-97.45442977,31.64951726,217.2,2.75,5.12,95.32,-97.4544355,31.64951151,217.2,0,5.28,95.35,-97.45444124,31.64950575,217.2,-2.75,5.45,95.51
6898,68+98.00,-97.45442868,31.64951633,217.2,2.75,5.16,95.28,-97.45443441,31.64951058,217.2,0,5.42,95.29,-97.45444015,31.64950483,217.2,-2.75,5.46,95.5
6898.5,68+98.50,-97.45442661,31.64951481,217.2,2.75,5.15,95.34,-97.45443234,31.64950905,217.2,0,5.42,95.29,-97.45443808,31.6495033,217.2,-2.75,5.38,95.47
6899,68+99.00,-97.45442567,31.64951412,217.2,2.75,5.19,95.29,-97.45443143,31.64950839,217.2,0,5.46,95.32,-97.45443719,31.64950265,217.2,-2.75,5.47,95.4
6899.5,68+99.50,-97.45442374,31.64951277,217.2,2.75,5.34,95.28,-97.4544295,31.64950704,217.2,0,5.44,95.3,-97.45443526,31.6495013,217.2,-2.75,5.44,95.36
